symptom_number,Q0,sentence-id,position_in_ranking,score,system_name
1,Q0,s_2643_1505_0,45,0.69614345,system_name
1,Q0,s_1527_755_4,46,0.6949773,system_name
1,Q0,s_1025_209_0,47,0.6947984,system_name
1,Q0,s_1499_540_54,48,0.6946895,system_name
1,Q0,s_420_1031_3,49,0.6913093,system_name
1,Q0,s_371_142_0,50,0.6908288,system_name
1,Q0,s_342_188_3,51,0.6893858,system_name
1,Q0,s_949_1046_3,52,0.68707013,system_name
1,Q0,s_3078_1153_0,53,0.68389755,system_name
1,Q0,s_1933_257_5,54,0.6829031,system_name
1,Q0,s_2643_1433_0,55,0.6816493,system_name
1,Q0,s_860_425_3,56,0.6816298,system_name
1,Q0,s_1489_135_0,57,0.6812613,system_name
1,Q0,s_147_427_0,58,0.6805361,system_name
1,Q0,s_2415_2_0,59,0.6795231,system_name
1,Q0,s_2266_124_1,60,0.6794209,system_name
1,Q0,s_2748_295_1,61,0.67885494,system_name
1,Q0,s_2139_332_7,62,0.6788289,system_name
1,Q0,s_1756_1009_2,63,0.67805743,system_name
1,Q0,s_2243_620_43,64,0.6772618,system_name
1,Q0,s_2462_749_4,65,0.6772493,system_name
1,Q0,s_1960_402_3,66,0.6757915,system_name
1,Q0,s_3096_309_0,67,0.67488563,system_name
1,Q0,s_2641_3_74,68,0.6732443,system_name
1,Q0,s_1355_748_0,69,0.6724706,system_name
1,Q0,s_682_709_0,70,0.6720166,system_name
1,Q0,s_2214_1063_1,71,0.67162496,system_name
1,Q0,s_549_688_1,72,0.6711576,system_name
1,Q0,s_2081_792_3,73,0.67057014,system_name
1,Q0,s_2606_625_3,74,0.66997635,system_name
1,Q0,s_405_685_1,75,0.66866624,system_name
1,Q0,s_1360_216_106,76,0.6683055,system_name
1,Q0,s_2441_386_0,77,0.66804874,system_name
1,Q0,s_1936_1217_0,78,0.66767997,system_name
1,Q0,s_1625_859_6,79,0.6675866,system_name
1,Q0,s_993_594_1,80,0.6674762,system_name
1,Q0,s_3068_945_5,81,0.6671895,system_name
1,Q0,s_1517_28_0,82,0.6671742,system_name
1,Q0,s_1514_321_111,83,0.66713995,system_name
1,Q0,s_2869_125_6,84,0.66580206,system_name
1,Q0,s_2130_1289_12,85,0.66394657,system_name
1,Q0,s_2139_123_4,86,0.6638238,system_name
1,Q0,s_2117_944_1,87,0.66291964,system_name
1,Q0,s_2815_109_105,88,0.6618011,system_name
1,Q0,s_855_1777_0,89,0.66179764,system_name
1,Q0,s_1455_420_4,90,0.66161734,system_name
1,Q0,s_2238_257_2,91,0.66147894,system_name
1,Q0,s_2815_1002_74,92,0.661036,system_name
1,Q0,s_715_58_0,93,0.6597349,system_name
1,Q0,s_1933_315_5,94,0.6596526,system_name
1,Q0,s_327_104_0,95,0.6596463,system_name
1,Q0,s_2050_32_18,96,0.65904224,system_name
1,Q0,s_1653_97_38,97,0.65872276,system_name
1,Q0,s_485_1069_3,98,0.6579335,system_name
1,Q0,s_1848_554_0,99,0.65726924,system_name
1,Q0,s_651_824_0,100,0.65720737,system_name
1,Q0,s_2727_101_0,101,0.6569698,system_name
1,Q0,s_1216_885_0,102,0.6569278,system_name
1,Q0,s_1283_487_0,103,0.6568874,system_name
1,Q0,s_305_248_1,104,0.65637934,system_name
1,Q0,s_1625_496_4,105,0.65511733,system_name
1,Q0,s_1725_958_92,106,0.6544869,system_name
1,Q0,s_1725_1026_17,107,0.6544869,system_name
1,Q0,s_776_1163_0,108,0.6528199,system_name
1,Q0,s_2727_286_9,109,0.65160537,system_name
1,Q0,s_2765_547_0,110,0.65147114,system_name
1,Q0,s_2371_6_0,111,0.6505596,system_name
1,Q0,s_225_998_0,112,0.6497979,system_name
1,Q0,s_1186_609_0,113,0.64951813,system_name
1,Q0,s_199_16_170,114,0.64882565,system_name
1,Q0,s_18_1065_0,115,0.64615804,system_name
1,Q0,s_2415_116_0,116,0.6458682,system_name
1,Q0,s_2415_907_3,117,0.6458682,system_name
1,Q0,s_2013_725_0,118,0.64583784,system_name
1,Q0,s_997_1583_0,119,0.64513403,system_name
1,Q0,s_13_410_1,120,0.64489955,system_name
1,Q0,s_1502_206_0,121,0.6447868,system_name
1,Q0,s_2139_27_1,122,0.64471054,system_name
1,Q0,s_356_87_11,123,0.6444696,system_name
1,Q0,s_2665_51_3,124,0.6442539,system_name
1,Q0,s_706_565_1,125,0.644214,system_name
1,Q0,s_1531_523_0,126,0.6440053,system_name
1,Q0,s_891_9_106,127,0.6437641,system_name
1,Q0,s_1514_97_176,128,0.6437125,system_name
1,Q0,s_993_280_3,129,0.64350224,system_name
1,Q0,s_1766_59_0,130,0.64332366,system_name
1,Q0,s_2886_14_0,131,0.6432118,system_name
1,Q0,s_2606_237_8,132,0.6429093,system_name
1,Q0,s_2257_110_19,133,0.64249134,system_name
1,Q0,s_1738_352_4,134,0.6414643,system_name
1,Q0,s_984_972_0,135,0.6412431,system_name
1,Q0,s_2661_432_6,136,0.64098734,system_name
1,Q0,s_1446_47_2,137,0.6407211,system_name
1,Q0,s_1251_62_1,138,0.64056754,system_name
1,Q0,s_1230_845_0,139,0.64052993,system_name
1,Q0,s_2798_499_0,140,0.6401336,system_name
1,Q0,s_2074_3_2,141,0.63998723,system_name
1,Q0,s_2643_128_1,142,0.63988334,system_name
1,Q0,s_2886_14_1,143,0.6398241,system_name
1,Q0,s_2292_1467_1,144,0.639588,system_name
1,Q0,s_3096_1786_0,145,0.63939196,system_name
1,Q0,s_356_16_0,146,0.6387948,system_name
1,Q0,s_2139_48_4,147,0.63859546,system_name
1,Q0,s_2953_760_40,148,0.63818693,system_name
1,Q0,s_2613_782_0,149,0.6380501,system_name
1,Q0,s_2749_708_0,150,0.63790506,system_name
1,Q0,s_2705_197_0,151,0.6377728,system_name
1,Q0,s_1692_390_31,152,0.63721925,system_name
1,Q0,s_2697_1_20,153,0.63705534,system_name
1,Q0,s_2338_594_1,154,0.63679326,system_name
1,Q0,s_1620_81_9,155,0.6367663,system_name
1,Q0,s_1276_1413_0,156,0.6365944,system_name
1,Q0,s_2242_1062_1,157,0.636181,system_name
1,Q0,s_138_627_0,158,0.6360506,system_name
1,Q0,s_1625_480_0,159,0.6360013,system_name
1,Q0,s_2272_784_2,160,0.63544333,system_name
1,Q0,s_342_1204_4,161,0.63539183,system_name
1,Q0,s_1534_274_10,162,0.63486373,system_name
1,Q0,s_2449_143_16,163,0.6348628,system_name
1,Q0,s_65_90_1,164,0.6345557,system_name
1,Q0,s_1715_78_18,165,0.6343242,system_name
1,Q0,s_2130_1187_3,166,0.6342689,system_name
1,Q0,s_2839_23_1,167,0.6340238,system_name
1,Q0,s_2415_2_75,168,0.6338969,system_name
1,Q0,s_433_397_1,169,0.6337057,system_name
1,Q0,s_697_43_4,170,0.6336842,system_name
1,Q0,s_1925_214_2,171,0.6335647,system_name
1,Q0,s_2439_346_1,172,0.6335145,system_name
1,Q0,s_504_603_1,173,0.63343424,system_name
1,Q0,s_35_368_0,174,0.6332542,system_name
1,Q0,s_2815_1327_98,175,0.63322717,system_name
1,Q0,s_697_181_4,176,0.6329822,system_name
1,Q0,s_2326_533_5,177,0.6329303,system_name
1,Q0,s_2815_1297_9,178,0.63247555,system_name
1,Q0,s_834_938_0,179,0.63247555,system_name
1,Q0,s_1625_898_0,180,0.6315209,system_name
1,Q0,s_465_350_50,181,0.63114756,system_name
1,Q0,s_465_395_50,182,0.63114756,system_name
1,Q0,s_465_415_50,183,0.63114756,system_name
1,Q0,s_465_416_50,184,0.63114756,system_name
1,Q0,s_465_417_51,185,0.63114756,system_name
1,Q0,s_2046_51_2,186,0.63063014,system_name
1,Q0,s_804_888_3,187,0.63063014,system_name
1,Q0,s_1793_284_0,188,0.63063014,system_name
1,Q0,s_7_141_1,189,0.63009715,system_name
1,Q0,s_2613_778_0,190,0.6298638,system_name
1,Q0,s_1841_800_0,191,0.62960064,system_name
1,Q0,s_2504_949_0,192,0.62960064,system_name
1,Q0,s_386_53_0,193,0.62960064,system_name
1,Q0,s_2117_264_0,194,0.62960064,system_name
1,Q0,s_1038_73_0,195,0.62960064,system_name
1,Q0,s_1018_1018_0,196,0.62960064,system_name
1,Q0,s_993_436_0,197,0.62960064,system_name
1,Q0,s_1265_672_2,198,0.6292038,system_name
1,Q0,s_393_1463_0,199,0.62893224,system_name
1,Q0,s_1330_720_2,200,0.6288098,system_name
1,Q0,s_2139_48_5,201,0.6288041,system_name
1,Q0,s_1040_1128_0,202,0.6283193,system_name
1,Q0,s_2415_89_4,203,0.6272849,system_name
1,Q0,s_2480_149_1,204,0.6268321,system_name
1,Q0,s_839_715_7,205,0.6264068,system_name
1,Q0,s_1285_823_2,206,0.6262936,system_name
1,Q0,s_685_155_1,207,0.62626666,system_name
1,Q0,s_2118_217_0,208,0.6262541,system_name
1,Q0,s_797_38_0,209,0.62618065,system_name
1,Q0,s_2324_738_0,210,0.6259463,system_name
1,Q0,s_1514_871_155,211,0.62586284,system_name
1,Q0,s_2415_2_54,212,0.62582254,system_name
1,Q0,s_1933_287_1,213,0.62503207,system_name
1,Q0,s_1283_99_4,214,0.6249979,system_name
1,Q0,s_2130_338_6,215,0.62470174,system_name
1,Q0,s_2626_1090_2,216,0.62463117,system_name
1,Q0,s_1077_596_2,217,0.624512,system_name
1,Q0,s_2067_7_1,218,0.62436485,system_name
1,Q0,s_1937_413_7,219,0.6243451,system_name
1,Q0,s_1843_242_21,220,0.6243451,system_name
1,Q0,s_10_1058_0,221,0.62420857,system_name
1,Q0,s_10_1064_0,222,0.62420857,system_name
1,Q0,s_2890_406_0,223,0.6241578,system_name
1,Q0,s_2006_20_3,224,0.6239148,system_name
1,Q0,s_577_1314_9,225,0.6238074,system_name
1,Q0,s_2139_246_5,226,0.62378985,system_name
1,Q0,s_326_92_0,227,0.6231815,system_name
1,Q0,s_2287_112_65,228,0.6229528,system_name
1,Q0,s_2035_238_7,229,0.62290287,system_name
1,Q0,s_3_434_3,230,0.6227449,system_name
1,Q0,s_1920_16_2,231,0.6224818,system_name
1,Q0,s_2650_593_1,232,0.6220292,system_name
1,Q0,s_1900_42_13,233,0.62199605,system_name
1,Q0,s_1900_43_13,234,0.62199605,system_name
1,Q0,s_1900_44_13,235,0.62199605,system_name
1,Q0,s_2953_756_40,236,0.62194,system_name
1,Q0,s_2514_66_1,237,0.6218493,system_name
1,Q0,s_682_1206_0,238,0.6218493,system_name
1,Q0,s_2606_214_2,239,0.6217729,system_name
1,Q0,s_2393_793_0,240,0.6212327,system_name
1,Q0,s_352_348_0,241,0.6212261,system_name
1,Q0,s_2954_2_0,242,0.62076735,system_name
1,Q0,s_337_217_1,243,0.62061286,system_name
1,Q0,s_151_583_0,244,0.6205034,system_name
1,Q0,s_1404_399_0,245,0.62046134,system_name
1,Q0,s_2759_135_0,246,0.6200416,system_name
1,Q0,s_1715_78_23,247,0.61964506,system_name
1,Q0,s_2815_1345_43,248,0.6193684,system_name
1,Q0,s_1455_334_3,249,0.61863613,system_name
1,Q0,s_2749_588_0,250,0.61815274,system_name
1,Q0,s_56_303_4,251,0.6181387,system_name
1,Q0,s_2958_252_0,252,0.6180887,system_name
1,Q0,s_1738_293_8,253,0.61804926,system_name
1,Q0,s_3044_666_2,254,0.6178277,system_name
1,Q0,s_35_1298_2,255,0.61782336,system_name
1,Q0,s_3024_132_6,256,0.61750084,system_name
1,Q0,s_6_254_7,257,0.61737263,system_name
1,Q0,s_2130_1196_2,258,0.61694837,system_name
1,Q0,s_2967_981_4,259,0.61662674,system_name
1,Q0,s_131_436_0,260,0.6163657,system_name
1,Q0,s_2705_68_0,261,0.6160251,system_name
1,Q0,s_1613_326_0,262,0.6159513,system_name
1,Q0,s_1170_608_0,263,0.6157807,system_name
1,Q0,s_2292_1415_7,264,0.6156637,system_name
1,Q0,s_7_265_1,265,0.6155921,system_name
1,Q0,s_1784_1547_14,266,0.6155244,system_name
1,Q0,s_342_1373_3,267,0.6154798,system_name
1,Q0,s_759_146_1,268,0.61536855,system_name
1,Q0,s_1265_765_6,269,0.6149602,system_name
1,Q0,s_2244_285_0,270,0.614923,system_name
1,Q0,s_508_5_11,271,0.6146703,system_name
1,Q0,s_2334_224_2,272,0.6145364,system_name
1,Q0,s_2807_365_1,273,0.6144697,system_name
1,Q0,s_2651_172_2,274,0.6143532,system_name
1,Q0,s_2061_210_1,275,0.6141646,system_name
1,Q0,s_1230_100_0,276,0.61410767,system_name
1,Q0,s_962_53_0,277,0.6139858,system_name
1,Q0,s_697_135_6,278,0.6137851,system_name
1,Q0,s_2139_272_0,279,0.6135642,system_name
1,Q0,s_2415_1145_34,280,0.61335784,system_name
1,Q0,s_839_1521_10,281,0.6132554,system_name
1,Q0,s_436_78_13,282,0.6131919,system_name
1,Q0,s_685_320_3,283,0.6131286,system_name
1,Q0,s_760_323_0,284,0.61259675,system_name
1,Q0,s_629_913_0,285,0.6121495,system_name
1,Q0,s_993_965_1,286,0.6117828,system_name
1,Q0,s_436_78_7,287,0.6116915,system_name
1,Q0,s_2080_1337_0,288,0.6113157,system_name
1,Q0,s_2722_99_4,289,0.6112783,system_name
1,Q0,s_2815_1588_1,290,0.6109642,system_name
1,Q0,s_891_1174_30,291,0.61057365,system_name
1,Q0,s_1155_76_2,292,0.6103671,system_name
1,Q0,s_891_1160_43,293,0.61022264,system_name
1,Q0,s_943_246_1,294,0.60998404,system_name
1,Q0,s_2723_1105_2,295,0.6099733,system_name
1,Q0,s_2100_925_0,296,0.6092452,system_name
1,Q0,s_485_1069_0,297,0.609146,system_name
1,Q0,s_697_163_6,298,0.6089805,system_name
1,Q0,s_349_250_0,299,0.60869783,system_name
1,Q0,s_1499_377_3,300,0.6086314,system_name
1,Q0,s_2038_51_7,301,0.60862,system_name
1,Q0,s_2993_148_1,302,0.60861504,system_name
1,Q0,s_2972_0_0,303,0.6083851,system_name
1,Q0,s_2530_992_4,304,0.6083832,system_name
1,Q0,s_2663_128_22,305,0.6082078,system_name
1,Q0,s_782_30_1,306,0.6080785,system_name
1,Q0,s_2362_827_0,307,0.6080591,system_name
1,Q0,s_1881_555_0,308,0.6080261,system_name
1,Q0,s_2292_744_1,309,0.6077087,system_name
1,Q0,s_291_83_1,310,0.6074763,system_name
1,Q0,s_823_1449_0,311,0.6073467,system_name
1,Q0,s_2853_17_1,312,0.6072304,system_name
1,Q0,s_2292_1415_5,313,0.607223,system_name
1,Q0,s_804_93_6,314,0.60673654,system_name
1,Q0,s_2242_911_1,315,0.60673654,system_name
1,Q0,s_597_421_4,316,0.60658956,system_name
1,Q0,s_1404_447_6,317,0.60656846,system_name
1,Q0,s_2139_149_3,318,0.6064132,system_name
1,Q0,s_271_257_3,319,0.6058733,system_name
1,Q0,s_752_82_0,320,0.6058386,system_name
1,Q0,s_1507_354_0,321,0.60574746,system_name
1,Q0,s_2727_202_1,322,0.60537183,system_name
1,Q0,s_1265_334_1,323,0.60513216,system_name
1,Q0,s_1601_241_5,324,0.60408133,system_name
1,Q0,s_2815_225_131,325,0.6037392,system_name
1,Q0,s_2993_388_14,326,0.6034584,system_name
1,Q0,s_2415_76_4,327,0.60335493,system_name
1,Q0,s_2415_77_3,328,0.60335493,system_name
1,Q0,s_356_60_20,329,0.6032814,system_name
1,Q0,s_2776_1115_0,330,0.60323226,system_name
1,Q0,s_136_431_0,331,0.60260797,system_name
1,Q0,s_544_268_5,332,0.602401,system_name
1,Q0,s_2329_11_0,333,0.60215354,system_name
1,Q0,s_2038_44_9,334,0.601725,system_name
1,Q0,s_258_599_3,335,0.60167366,system_name
1,Q0,s_2409_49_2,336,0.6015698,system_name
1,Q0,s_1839_1396_12,337,0.6014458,system_name
1,Q0,s_1329_146_7,338,0.6012994,system_name
1,Q0,s_2439_153_4,339,0.60090303,system_name
1,Q0,s_2532_612_0,340,0.60080343,system_name
1,Q0,s_1774_646_2,341,0.60080147,system_name
1,Q0,s_727_398_0,342,0.600688,system_name
1,Q0,s_962_142_0,343,0.6006313,system_name
1,Q0,s_1353_1757_34,344,0.60009956,system_name
1,Q0,s_2447_24_2,345,0.599905,system_name
1,Q0,s_313_157_1,346,0.599905,system_name
1,Q0,s_574_963_3,347,0.599905,system_name
1,Q0,s_1700_335_0,348,0.599905,system_name
1,Q0,s_2345_1910_0,349,0.59978944,system_name
1,Q0,s_975_62_0,350,0.599694,system_name
1,Q0,s_697_17_2,351,0.599565,system_name
1,Q0,s_1685_1392_0,352,0.5995303,system_name
1,Q0,s_2292_1189_16,353,0.5992689,system_name
1,Q0,s_508_7_5,354,0.5992331,system_name
1,Q0,s_508_8_5,355,0.5992331,system_name
1,Q0,s_993_519_5,356,0.5991729,system_name
1,Q0,s_151_907_19,357,0.5991173,system_name
1,Q0,s_131_921_5,358,0.59901106,system_name
1,Q0,s_2927_6_1,359,0.59883726,system_name
1,Q0,s_1455_142_0,360,0.59860307,system_name
1,Q0,s_1213_656_0,361,0.5985512,system_name
1,Q0,s_781_144_7,362,0.5984769,system_name
1,Q0,s_2840_240_0,363,0.59827673,system_name
1,Q0,s_1194_34_1,364,0.59793645,system_name
1,Q0,s_2400_1094_0,365,0.59793067,system_name
1,Q0,s_749_332_0,366,0.5976677,system_name
1,Q0,s_56_320_1,367,0.5976677,system_name
1,Q0,s_201_58_8,368,0.5976677,system_name
1,Q0,s_1749_540_2,369,0.5976516,system_name
1,Q0,s_2417_92_0,370,0.5975818,system_name
1,Q0,s_1715_78_21,371,0.5972413,system_name
1,Q0,s_485_614_1,372,0.5971061,system_name
1,Q0,s_993_519_2,373,0.5967767,system_name
1,Q0,s_731_3_12,374,0.59638673,system_name
1,Q0,s_2836_249_35,375,0.5963044,system_name
1,Q0,s_73_1150_3,376,0.5962919,system_name
1,Q0,s_186_39_0,377,0.59592915,system_name
1,Q0,s_1922_197_6,378,0.59592915,system_name
1,Q0,s_2292_246_7,379,0.59592915,system_name
1,Q0,s_2292_246_9,380,0.59592915,system_name
1,Q0,s_2292_246_11,381,0.59592915,system_name
1,Q0,s_2292_246_13,382,0.59592915,system_name
1,Q0,s_2139_35_4,383,0.59592915,system_name
1,Q0,s_2139_184_0,384,0.59592915,system_name
1,Q0,s_1715_78_51,385,0.59592915,system_name
1,Q0,s_1755_103_0,386,0.59592915,system_name
1,Q0,s_1755_105_0,387,0.59592915,system_name
1,Q0,s_2459_1312_1,388,0.59592915,system_name
1,Q0,s_1701_355_0,389,0.59592915,system_name
1,Q0,s_976_106_1,390,0.59592915,system_name
1,Q0,s_2286_668_1,391,0.59592915,system_name
1,Q0,s_2415_698_0,392,0.59592915,system_name
1,Q0,s_1777_14_7,393,0.59592915,system_name
1,Q0,s_117_957_0,394,0.59592915,system_name
1,Q0,s_3042_53_3,395,0.59592915,system_name
1,Q0,s_1455_308_19,396,0.5954532,system_name
1,Q0,s_2415_53_16,397,0.5950602,system_name
1,Q0,s_1514_431_35,398,0.5949826,system_name
1,Q0,s_13_543_2,399,0.59492874,system_name
1,Q0,s_1147_599_0,400,0.5940392,system_name
1,Q0,s_2292_1415_4,401,0.5935997,system_name
1,Q0,s_138_936_0,402,0.5934938,system_name
1,Q0,s_940_836_10,403,0.59345615,system_name
1,Q0,s_1269_237_2,404,0.59342515,system_name
1,Q0,s_2603_4_1,405,0.5933217,system_name
1,Q0,s_2606_669_3,406,0.59324944,system_name
1,Q0,s_1264_16_3,407,0.5932097,system_name
1,Q0,s_1692_189_1,408,0.592669,system_name
1,Q0,s_2139_46_3,409,0.59265757,system_name
1,Q0,s_2402_165_8,410,0.5924932,system_name
1,Q0,s_1768_731_2,411,0.5924387,system_name
1,Q0,s_1499_237_3,412,0.59229094,system_name
1,Q0,s_776_461_0,413,0.5921401,system_name
1,Q0,s_3083_604_0,414,0.59174895,system_name
1,Q0,s_480_1220_3,415,0.5916532,system_name
1,Q0,s_1132_317_2,416,0.591257,system_name
1,Q0,s_2630_145_1,417,0.59119105,system_name
1,Q0,s_697_79_9,418,0.5911535,system_name
1,Q0,s_760_434_0,419,0.59095585,system_name
1,Q0,s_1140_283_2,420,0.5906872,system_name
1,Q0,s_350_303_1,421,0.59058344,system_name
1,Q0,s_1404_834_5,422,0.59047014,system_name
1,Q0,s_823_1393_0,423,0.5904341,system_name
1,Q0,s_1686_1165_0,424,0.59001267,system_name
1,Q0,s_393_1505_1,425,0.58987415,system_name
1,Q0,s_276_891_0,426,0.58960104,system_name
1,Q0,s_1581_382_1,427,0.58940256,system_name
1,Q0,s_2638_1047_0,428,0.58937275,system_name
1,Q0,s_785_177_0,429,0.58937275,system_name
1,Q0,s_1271_1197_6,430,0.58934766,system_name
1,Q0,s_2953_749_129,431,0.58920884,system_name
1,Q0,s_1846_1_0,432,0.58909744,system_name
1,Q0,s_1418_1144_0,433,0.5887916,system_name
1,Q0,s_3105_290_0,434,0.5887521,system_name
1,Q0,s_993_72_2,435,0.58848655,system_name
1,Q0,s_411_23_0,436,0.58840954,system_name
1,Q0,s_2759_157_0,437,0.58840036,system_name
1,Q0,s_2641_498_0,438,0.5883602,system_name
1,Q0,s_2139_190_2,439,0.58819383,system_name
1,Q0,s_1625_808_4,440,0.58806837,system_name
1,Q0,s_2150_400_0,441,0.5877577,system_name
1,Q0,s_993_743_9,442,0.58759344,system_name
1,Q0,s_1296_31_2,443,0.5875709,system_name
1,Q0,s_975_80_2,444,0.5874215,system_name
1,Q0,s_1265_141_0,445,0.5873964,system_name
1,Q0,s_864_188_2,446,0.5870739,system_name
1,Q0,s_1170_509_1,447,0.58699226,system_name
1,Q0,s_1900_622_0,448,0.5867959,system_name
1,Q0,s_1281_1061_1,449,0.58672214,system_name
1,Q0,s_2415_194_3,450,0.58670425,system_name
1,Q0,s_201_30_43,451,0.5867014,system_name
1,Q0,s_2684_480_0,452,0.58668953,system_name
1,Q0,s_1147_349_1,453,0.58637416,system_name
1,Q0,s_484_684_1,454,0.58615804,system_name
1,Q0,s_2890_390_133,455,0.5861554,system_name
1,Q0,s_2913_401_1,456,0.5859606,system_name
1,Q0,s_2471_119_3,457,0.5859102,system_name
1,Q0,s_2449_30_9,458,0.58566755,system_name
1,Q0,s_2561_11_0,459,0.5854783,system_name
1,Q0,s_2296_777_0,460,0.58544517,system_name
1,Q0,s_1265_765_7,461,0.5854236,system_name
1,Q0,s_1001_822_1,462,0.58534503,system_name
1,Q0,s_1246_1243_0,463,0.585165,system_name
1,Q0,s_2176_411_0,464,0.585165,system_name
1,Q0,s_2384_162_0,465,0.585165,system_name
1,Q0,s_1399_175_0,466,0.585165,system_name
1,Q0,s_232_127_0,467,0.5850927,system_name
1,Q0,s_537_33_2,468,0.58508605,system_name
1,Q0,s_2477_845_1,469,0.584967,system_name
1,Q0,s_2920_381_2,470,0.58491397,system_name
1,Q0,s_221_1250_0,471,0.58488655,system_name
1,Q0,s_2139_48_1,472,0.58488584,system_name
1,Q0,s_1105_7_1,473,0.5848558,system_name
1,Q0,s_2192_21_1,474,0.5848241,system_name
1,Q0,s_317_509_1,475,0.58481264,system_name
1,Q0,s_839_714_4,476,0.58463377,system_name
1,Q0,s_8_607_7,477,0.5845841,system_name
1,Q0,s_17_843_10,478,0.58447254,system_name
1,Q0,s_2449_143_25,479,0.5841743,system_name
1,Q0,s_1514_559_263,480,0.5840579,system_name
1,Q0,s_1514_609_12,481,0.58402646,system_name
1,Q0,s_2014_1175_8,482,0.5838734,system_name
1,Q0,s_1404_316_5,483,0.58378863,system_name
1,Q0,s_2088_751_1,484,0.5837356,system_name
1,Q0,s_1396_497_0,485,0.58368325,system_name
1,Q0,s_676_491_0,486,0.5836477,system_name
1,Q0,s_215_109_3,487,0.58355427,system_name
1,Q0,s_1485_464_0,488,0.58352965,system_name
1,Q0,s_195_840_0,489,0.5834421,system_name
1,Q0,s_1230_393_3,490,0.5832506,system_name
1,Q0,s_356_158_8,491,0.58317137,system_name
1,Q0,s_132_7_1,492,0.5831407,system_name
1,Q0,s_2993_319_10,493,0.58313835,system_name
1,Q0,s_2390_151_0,494,0.583127,system_name
1,Q0,s_2319_426_7,495,0.583009,system_name
1,Q0,s_1265_446_0,496,0.58299315,system_name
1,Q0,s_3102_321_12,497,0.58297634,system_name
1,Q0,s_767_506_0,498,0.5826841,system_name
1,Q0,s_1838_3_3,499,0.5825845,system_name
1,Q0,s_3068_823_4,500,0.5824164,system_name
1,Q0,s_556_117_1,501,0.5823932,system_name
1,Q0,s_2418_28_0,502,0.5823575,system_name
1,Q0,s_1933_117_45,503,0.5823371,system_name
1,Q0,s_1082_1_0,504,0.5822345,system_name
1,Q0,s_3044_678_2,505,0.582152,system_name
1,Q0,s_1208_148_19,506,0.5821449,system_name
1,Q0,s_1580_13_7,507,0.58197194,system_name
1,Q0,s_494_390_0,508,0.5818543,system_name
1,Q0,s_1404_1380_25,509,0.58184063,system_name
1,Q0,s_993_781_1,510,0.5817877,system_name
1,Q0,s_773_1394_1,511,0.5817193,system_name
1,Q0,s_2412_734_0,512,0.5817193,system_name
1,Q0,s_2059_1621_0,513,0.5817193,system_name
1,Q0,s_1527_177_0,514,0.58165157,system_name
1,Q0,s_1527_178_0,515,0.58165157,system_name
1,Q0,s_1673_866_18,516,0.58160007,system_name
1,Q0,s_350_925_3,517,0.581521,system_name
1,Q0,s_2953_699_1,518,0.5814828,system_name
1,Q0,s_2625_740_22,519,0.5814828,system_name
1,Q0,s_1599_53_1,520,0.58134496,system_name
