symptom_number,Q0,sentence-id,position_in_ranking,score,system_name
1,Q0,s_2815_1297_9,47,0.65879375,system_name
1,Q0,s_834_938_0,48,0.65879375,system_name
1,Q0,s_760_323_0,49,0.6569647,system_name
1,Q0,s_1804_83_0,50,0.6561427,system_name
1,Q0,s_1382_380_0,51,0.65539235,system_name
1,Q0,s_613_1133_0,52,0.654614,system_name
1,Q0,s_2393_793_0,53,0.65431535,system_name
1,Q0,s_760_434_0,54,0.6537909,system_name
1,Q0,s_432_173_6,55,0.65357226,system_name
1,Q0,s_2242_1062_1,56,0.6515191,system_name
1,Q0,s_53_1039_1,57,0.6514206,system_name
1,Q0,s_3068_945_5,58,0.6512388,system_name
1,Q0,s_2329_11_0,59,0.65051174,system_name
1,Q0,s_484_684_1,60,0.65041196,system_name
1,Q0,s_2007_19_3,61,0.64983565,system_name
1,Q0,s_1170_608_0,62,0.6490203,system_name
1,Q0,s_1807_386_0,63,0.6486093,system_name
1,Q0,s_1932_105_1,64,0.64705074,system_name
1,Q0,s_1517_28_0,65,0.6469848,system_name
1,Q0,s_8_563_0,66,0.6466699,system_name
1,Q0,s_2759_162_1,67,0.6466699,system_name
1,Q0,s_3096_88_0,68,0.6466699,system_name
1,Q0,s_1025_619_0,69,0.6466699,system_name
1,Q0,s_1229_120_0,70,0.6466699,system_name
1,Q0,s_2014_1175_8,71,0.6464974,system_name
1,Q0,s_2046_51_2,72,0.64640987,system_name
1,Q0,s_804_888_3,73,0.64640987,system_name
1,Q0,s_1793_284_0,74,0.64640987,system_name
1,Q0,s_2243_620_43,75,0.64620876,system_name
1,Q0,s_1613_326_0,76,0.64593375,system_name
1,Q0,s_228_1168_0,77,0.64583194,system_name
1,Q0,s_2749_588_0,78,0.64564884,system_name
1,Q0,s_1246_1243_0,79,0.6452671,system_name
1,Q0,s_2176_411_0,80,0.6452671,system_name
1,Q0,s_2384_162_0,81,0.6452671,system_name
1,Q0,s_1399_175_0,82,0.6452671,system_name
1,Q0,s_350_303_1,83,0.6445382,system_name
1,Q0,s_1514_97_176,84,0.6437864,system_name
1,Q0,s_1213_656_0,85,0.6428791,system_name
1,Q0,s_2953_699_2,86,0.6421196,system_name
1,Q0,s_1230_845_0,87,0.64058274,system_name
1,Q0,s_1552_935_1,88,0.6405298,system_name
1,Q0,s_3096_1332_3,89,0.6405298,system_name
1,Q0,s_2074_3_2,90,0.6401524,system_name
1,Q0,s_774_470_4,91,0.6383208,system_name
1,Q0,s_577_923_1,92,0.638054,system_name
1,Q0,s_1673_866_18,93,0.6367495,system_name
1,Q0,s_1100_302_1,94,0.63563466,system_name
1,Q0,s_1186_609_0,95,0.63490945,system_name
1,Q0,s_131_436_0,96,0.63484645,system_name
1,Q0,s_2150_305_0,97,0.6345248,system_name
1,Q0,s_749_332_0,98,0.6344393,system_name
1,Q0,s_56_320_1,99,0.6344393,system_name
1,Q0,s_1285_823_2,100,0.63425094,system_name
1,Q0,s_1344_67_2,101,0.63421905,system_name
1,Q0,s_274_473_0,102,0.63391435,system_name
1,Q0,s_2650_1041_0,103,0.6338259,system_name
1,Q0,s_3024_132_6,104,0.63335276,system_name
1,Q0,s_2995_546_0,105,0.6328746,system_name
1,Q0,s_2722_99_4,106,0.631541,system_name
1,Q0,s_2319_426_7,107,0.6314455,system_name
1,Q0,s_984_865_0,108,0.6309004,system_name
1,Q0,s_2334_224_2,109,0.6308915,system_name
1,Q0,s_2588_181_0,110,0.6308107,system_name
1,Q0,s_2331_219_3,111,0.6294392,system_name
1,Q0,s_2953_390_2,112,0.62917644,system_name
1,Q0,s_1633_565_0,113,0.62893987,system_name
1,Q0,s_997_1583_0,114,0.62837756,system_name
1,Q0,s_65_90_1,115,0.6277423,system_name
1,Q0,s_2514_66_1,116,0.6271248,system_name
1,Q0,s_682_1206_0,117,0.6271248,system_name
1,Q0,s_8_643_2,118,0.6263996,system_name
1,Q0,s_3096_309_0,119,0.6262902,system_name
1,Q0,s_10_1058_0,120,0.62613654,system_name
1,Q0,s_10_1064_0,121,0.62613654,system_name
1,Q0,s_767_623_0,122,0.62592447,system_name
1,Q0,s_2107_103_10,123,0.62446034,system_name
1,Q0,s_935_56_3,124,0.6238171,system_name
1,Q0,s_2630_145_1,125,0.6235863,system_name
1,Q0,s_2130_1187_3,126,0.6234129,system_name
1,Q0,s_1605_327_0,127,0.6232543,system_name
1,Q0,s_2595_361_17,128,0.6231147,system_name
1,Q0,s_1841_800_0,129,0.6229025,system_name
1,Q0,s_2504_949_0,130,0.6229025,system_name
1,Q0,s_386_53_0,131,0.6229025,system_name
1,Q0,s_2117_264_0,132,0.6229025,system_name
1,Q0,s_1038_73_0,133,0.6229025,system_name
1,Q0,s_1018_1018_0,134,0.6229025,system_name
1,Q0,s_993_436_0,135,0.6229025,system_name
1,Q0,s_1338_251_1,136,0.6225933,system_name
1,Q0,s_114_767_2,137,0.6225933,system_name
1,Q0,s_872_184_1,138,0.6225933,system_name
1,Q0,s_2510_868_18,139,0.6225933,system_name
1,Q0,s_2222_557_1,140,0.6225933,system_name
1,Q0,s_356_57_2,141,0.6225933,system_name
1,Q0,s_1283_99_4,142,0.6218865,system_name
1,Q0,s_2702_1250_1,143,0.6218862,system_name
1,Q0,s_2389_681_0,144,0.6218862,system_name
1,Q0,s_2228_7_2,145,0.6216222,system_name
1,Q0,s_1310_80_0,146,0.6215601,system_name
1,Q0,s_1502_206_0,147,0.62131274,system_name
1,Q0,s_2407_4_6,148,0.62039703,system_name
1,Q0,s_2187_744_0,149,0.6202789,system_name
1,Q0,s_1523_1258_1,150,0.62027466,system_name
1,Q0,s_82_6_0,151,0.6200886,system_name
1,Q0,s_1450_705_0,152,0.6200886,system_name
1,Q0,s_390_309_7,153,0.6200886,system_name
1,Q0,s_2822_957_1,154,0.6200886,system_name
1,Q0,s_644_347_0,155,0.6200671,system_name
1,Q0,s_411_605_0,156,0.6194891,system_name
1,Q0,s_1485_464_0,157,0.61925477,system_name
1,Q0,s_894_86_1,158,0.6187162,system_name
1,Q0,s_1685_1568_0,159,0.6187162,system_name
1,Q0,s_839_1521_10,160,0.6184833,system_name
1,Q0,s_221_1250_0,161,0.61841583,system_name
1,Q0,s_1025_766_0,162,0.6172299,system_name
1,Q0,s_494_744_1,163,0.6171987,system_name
1,Q0,s_731_888_1,164,0.61623347,system_name
1,Q0,s_2065_282_0,165,0.6158625,system_name
1,Q0,s_138_627_0,166,0.6158098,system_name
1,Q0,s_2702_717_0,167,0.6153692,system_name
1,Q0,s_1811_638_1,168,0.6150325,system_name
1,Q0,s_891_458_1,169,0.61492485,system_name
1,Q0,s_2201_582_1,170,0.614323,system_name
1,Q0,s_389_356_3,171,0.6142366,system_name
1,Q0,s_2023_470_1,172,0.61408424,system_name
1,Q0,s_1881_555_0,173,0.6138891,system_name
1,Q0,s_8_355_2,174,0.61388075,system_name
1,Q0,s_3056_516_0,175,0.61362505,system_name
1,Q0,s_6_316_1,176,0.61362505,system_name
1,Q0,s_1357_333_0,177,0.61362505,system_name
1,Q0,s_1357_341_0,178,0.61362505,system_name
1,Q0,s_1291_5_1,179,0.61307365,system_name
1,Q0,s_2480_149_1,180,0.6125197,system_name
1,Q0,s_614_128_0,181,0.6123164,system_name
1,Q0,s_1030_898_1,182,0.6122254,system_name
1,Q0,s_776_1163_0,183,0.6121252,system_name
1,Q0,s_1018_74_0,184,0.61136925,system_name
1,Q0,s_864_188_2,185,0.6107296,system_name
1,Q0,s_1343_675_0,186,0.6106876,system_name
1,Q0,s_1485_1978_1,187,0.6106876,system_name
1,Q0,s_454_266_0,188,0.6106876,system_name
1,Q0,s_1815_1_0,189,0.6106876,system_name
1,Q0,s_2798_499_0,190,0.6105844,system_name
1,Q0,s_1025_354_0,191,0.61038095,system_name
1,Q0,s_1281_1061_1,192,0.61004245,system_name
1,Q0,s_1584_650_0,193,0.60989565,system_name
1,Q0,s_1265_672_2,194,0.6098238,system_name
1,Q0,s_1338_1298_0,195,0.60973454,system_name
1,Q0,s_1749_540_2,196,0.6094318,system_name
1,Q0,s_749_851_1,197,0.60941446,system_name
1,Q0,s_2158_167_3,198,0.60938174,system_name
1,Q0,s_556_678_0,199,0.6085801,system_name
1,Q0,s_2248_636_0,200,0.60830945,system_name
1,Q0,s_17_335_2,201,0.60826325,system_name
1,Q0,s_814_176_1,202,0.607893,system_name
1,Q0,s_2061_210_1,203,0.60735655,system_name
1,Q0,s_53_1034_1,204,0.60707134,system_name
1,Q0,s_2812_883_0,205,0.6068707,system_name
1,Q0,s_1936_1217_0,206,0.6065708,system_name
1,Q0,s_1082_1942_1,207,0.6065354,system_name
1,Q0,s_13_410_1,208,0.6059298,system_name
1,Q0,s_289_963_20,209,0.6059182,system_name
1,Q0,s_2776_900_0,210,0.6059182,system_name
1,Q0,s_2338_594_1,211,0.60588354,system_name
1,Q0,s_790_1130_0,212,0.60550565,system_name
1,Q0,s_891_770_2,213,0.6054974,system_name
1,Q0,s_1427_660_0,214,0.60509455,system_name
1,Q0,s_2953_491_2,215,0.60508883,system_name
1,Q0,s_393_1463_0,216,0.60482144,system_name
1,Q0,s_1040_1128_0,217,0.6047623,system_name
1,Q0,s_1147_349_1,218,0.6045518,system_name
1,Q0,s_73_352_2,219,0.6041837,system_name
1,Q0,s_405_207_0,220,0.60328263,system_name
1,Q0,s_215_109_3,221,0.6031559,system_name
1,Q0,s_1284_251_0,222,0.603024,system_name
1,Q0,s_1648_110_6,223,0.6029573,system_name
1,Q0,s_1404_1118_0,224,0.60247827,system_name
1,Q0,s_1514_834_34,225,0.6022308,system_name
1,Q0,s_1578_785_0,226,0.60222507,system_name
1,Q0,s_2508_1488_1,227,0.6021842,system_name
1,Q0,s_1925_214_2,228,0.6020214,system_name
1,Q0,s_1768_142_0,229,0.6018829,system_name
1,Q0,s_749_94_0,230,0.6018829,system_name
1,Q0,s_2390_277_0,231,0.6018829,system_name
1,Q0,s_860_687_3,232,0.6018829,system_name
1,Q0,s_476_52_0,233,0.6018829,system_name
1,Q0,s_2596_294_0,234,0.6018829,system_name
1,Q0,s_1230_458_0,235,0.6018829,system_name
1,Q0,s_1637_396_0,236,0.6018829,system_name
1,Q0,s_1637_448_0,237,0.6018829,system_name
1,Q0,s_1637_671_0,238,0.6018829,system_name
1,Q0,s_817_885_0,239,0.6018829,system_name
1,Q0,s_817_894_1,240,0.6018829,system_name
1,Q0,s_1525_964_2,241,0.6018829,system_name
1,Q0,s_1499_988_54,242,0.6018829,system_name
1,Q0,s_1499_1090_9,243,0.6018829,system_name
1,Q0,s_1163_776_0,244,0.6018829,system_name
1,Q0,s_2237_383_5,245,0.6018829,system_name
1,Q0,s_2702_1896_0,246,0.6018829,system_name
1,Q0,s_2939_635_1,247,0.6018829,system_name
1,Q0,s_420_715_0,248,0.6018829,system_name
1,Q0,s_420_998_1,249,0.6018829,system_name
1,Q0,s_2684_14_0,250,0.6018829,system_name
1,Q0,s_2542_1907_4,251,0.6018829,system_name
1,Q0,s_2542_1965_1,252,0.6018829,system_name
1,Q0,s_997_1746_0,253,0.6018829,system_name
1,Q0,s_2461_420_0,254,0.6018829,system_name
1,Q0,s_411_1189_1,255,0.6018829,system_name
1,Q0,s_10_370_0,256,0.6018829,system_name
1,Q0,s_10_371_0,257,0.6018829,system_name
1,Q0,s_10_373_0,258,0.6018829,system_name
1,Q0,s_2504_963_0,259,0.6018829,system_name
1,Q0,s_2504_1212_0,260,0.6018829,system_name
1,Q0,s_889_236_2,261,0.6018829,system_name
1,Q0,s_3047_499_0,262,0.6018829,system_name
1,Q0,s_299_765_0,263,0.6018829,system_name
1,Q0,s_2246_421_12,264,0.6018829,system_name
1,Q0,s_1743_1204_0,265,0.6018829,system_name
1,Q0,s_2010_859_0,266,0.6018829,system_name
1,Q0,s_1796_1109_0,267,0.6018829,system_name
1,Q0,s_3085_1047_1,268,0.6018829,system_name
1,Q0,s_3085_1067_7,269,0.6018829,system_name
1,Q0,s_575_115_0,270,0.6018829,system_name
1,Q0,s_555_319_0,271,0.6018829,system_name
1,Q0,s_1466_688_0,272,0.6018829,system_name
1,Q0,s_2362_792_0,273,0.6018829,system_name
1,Q0,s_1919_259_0,274,0.6018829,system_name
1,Q0,s_2588_408_0,275,0.6018829,system_name
1,Q0,s_1824_1555_3,276,0.6018829,system_name
1,Q0,s_1259_133_0,277,0.6018829,system_name
1,Q0,s_65_23_0,278,0.6018829,system_name
1,Q0,s_65_24_0,279,0.6018829,system_name
1,Q0,s_65_29_0,280,0.6018829,system_name
1,Q0,s_782_56_5,281,0.6018829,system_name
1,Q0,s_782_647_2,282,0.6018829,system_name
1,Q0,s_2273_1_0,283,0.6018829,system_name
1,Q0,s_612_1004_0,284,0.6018829,system_name
1,Q0,s_1982_371_0,285,0.6018829,system_name
1,Q0,s_1469_710_2,286,0.6018829,system_name
1,Q0,s_2479_35_10,287,0.6018829,system_name
1,Q0,s_2087_585_5,288,0.6018829,system_name
1,Q0,s_1701_763_0,289,0.6018829,system_name
1,Q0,s_2681_637_1,290,0.6018829,system_name
1,Q0,s_1296_961_0,291,0.6018829,system_name
1,Q0,s_577_896_1,292,0.6018829,system_name
1,Q0,s_577_1267_0,293,0.6018829,system_name
1,Q0,s_1147_332_2,294,0.6018829,system_name
1,Q0,s_1147_401_2,295,0.6018829,system_name
1,Q0,s_1147_1213_0,296,0.6018829,system_name
1,Q0,s_2966_195_0,297,0.6018829,system_name
1,Q0,s_2862_70_0,298,0.6018829,system_name
1,Q0,s_2214_964_0,299,0.6018829,system_name
1,Q0,s_1639_302_8,300,0.6018829,system_name
1,Q0,s_1681_799_2,301,0.6018829,system_name
1,Q0,s_1681_1030_1,302,0.6018829,system_name
1,Q0,s_1382_212_0,303,0.6018829,system_name
1,Q0,s_2520_1380_0,304,0.6018829,system_name
1,Q0,s_2035_627_2,305,0.6018829,system_name
1,Q0,s_1025_348_1,306,0.6018829,system_name
1,Q0,s_1025_653_0,307,0.6018829,system_name
1,Q0,s_1025_691_1,308,0.6018829,system_name
1,Q0,s_1025_897_0,309,0.6018829,system_name
1,Q0,s_839_908_0,310,0.6018829,system_name
1,Q0,s_710_121_0,311,0.6018829,system_name
1,Q0,s_897_1063_0,312,0.6018829,system_name
1,Q0,s_341_943_0,313,0.6018829,system_name
1,Q0,s_984_746_0,314,0.6018829,system_name
1,Q0,s_2274_25_0,315,0.6018829,system_name
1,Q0,s_2274_40_0,316,0.6018829,system_name
1,Q0,s_2331_199_3,317,0.6018829,system_name
1,Q0,s_2537_159_0,318,0.6018829,system_name
1,Q0,s_2517_90_0,319,0.6018829,system_name
1,Q0,s_1511_952_1,320,0.6018829,system_name
1,Q0,s_2868_405_0,321,0.6018829,system_name
1,Q0,s_151_583_0,322,0.6017507,system_name
1,Q0,s_2226_853_0,323,0.6016491,system_name
1,Q0,s_2035_566_5,324,0.6015817,system_name
1,Q0,s_838_853_0,325,0.6014458,system_name
1,Q0,s_2007_780_7,326,0.6009277,system_name
1,Q0,s_2549_442_0,327,0.60088396,system_name
1,Q0,s_794_307_0,328,0.60088396,system_name
1,Q0,s_1351_43_4,329,0.600671,system_name
1,Q0,s_467_188_0,330,0.60063803,system_name
1,Q0,s_1900_562_0,331,0.60008276,system_name
1,Q0,s_1155_80_1,332,0.60000026,system_name
1,Q0,s_2882_223_3,333,0.5996929,system_name
1,Q0,s_2296_777_0,334,0.59958506,system_name
1,Q0,s_2324_489_2,335,0.59928375,system_name
1,Q0,s_2161_696_0,336,0.59928375,system_name
1,Q0,s_2890_390_133,337,0.5992739,system_name
1,Q0,s_371_142_0,338,0.5988282,system_name
1,Q0,s_1160_162_4,339,0.59877,system_name
1,Q0,s_2638_1047_0,340,0.5987625,system_name
1,Q0,s_785_177_0,341,0.5987625,system_name
1,Q0,s_993_901_0,342,0.5981935,system_name
1,Q0,s_2390_151_0,343,0.59775066,system_name
1,Q0,s_2695_1382_5,344,0.5972549,system_name
1,Q0,s_688_644_3,345,0.5972549,system_name
1,Q0,s_996_1005_4,346,0.5971437,system_name
1,Q0,s_1701_719_2,347,0.5969789,system_name
1,Q0,s_1382_163_0,348,0.59679794,system_name
1,Q0,s_996_451_4,349,0.5965351,system_name
1,Q0,s_2650_593_1,350,0.59627724,system_name
1,Q0,s_2244_285_0,351,0.595873,system_name
1,Q0,s_420_279_0,352,0.5956785,system_name
1,Q0,s_597_421_4,353,0.5954997,system_name
1,Q0,s_3044_678_2,354,0.59543836,system_name
1,Q0,s_537_33_2,355,0.59484965,system_name
1,Q0,s_3065_20_2,356,0.5948243,system_name
1,Q0,s_393_1739_4,357,0.59455746,system_name
1,Q0,s_349_412_2,358,0.5943695,system_name
1,Q0,s_2861_312_2,359,0.59367824,system_name
1,Q0,s_2953_699_1,360,0.5934323,system_name
1,Q0,s_2625_740_22,361,0.5934323,system_name
1,Q0,s_2229_256_24,362,0.59339607,system_name
1,Q0,s_1051_425_0,363,0.5933037,system_name
1,Q0,s_2832_262_5,364,0.59287137,system_name
1,Q0,s_73_1140_1,365,0.59286475,system_name
1,Q0,s_1230_100_0,366,0.592805,system_name
1,Q0,s_2913_634_0,367,0.5926851,system_name
1,Q0,s_916_615_1,368,0.5917277,system_name
1,Q0,s_922_125_0,369,0.5913282,system_name
1,Q0,s_271_257_3,370,0.5911468,system_name
1,Q0,s_756_372_1,371,0.5911391,system_name
1,Q0,s_1315_15_0,372,0.5911175,system_name
1,Q0,s_1891_709_0,373,0.5911175,system_name
1,Q0,s_1601_241_5,374,0.5907321,system_name
1,Q0,s_1692_390_31,375,0.59068763,system_name
1,Q0,s_1147_599_0,376,0.5904423,system_name
1,Q0,s_1625_727_5,377,0.5904336,system_name
1,Q0,s_1283_487_0,378,0.5902821,system_name
1,Q0,s_2588_318_0,379,0.5901747,system_name
1,Q0,s_3044_515_2,380,0.5901011,system_name
1,Q0,s_776_728_1,381,0.58982694,system_name
1,Q0,s_2243_292_9,382,0.58963037,system_name
1,Q0,s_962_53_0,383,0.58950496,system_name
1,Q0,s_1738_215_0,384,0.5892196,system_name
1,Q0,s_350_925_3,385,0.58870596,system_name
1,Q0,s_2081_767_0,386,0.58842,system_name
1,Q0,s_2266_169_0,387,0.5883422,system_name
1,Q0,s_2443_745_0,388,0.5877148,system_name
1,Q0,s_775_198_2,389,0.58748436,system_name
1,Q0,s_804_93_6,390,0.587265,system_name
1,Q0,s_2242_911_1,391,0.587265,system_name
1,Q0,s_3008_258_0,392,0.58668816,system_name
1,Q0,s_984_417_3,393,0.58665496,system_name
1,Q0,s_2024_347_1,394,0.5865693,system_name
1,Q0,s_175_1441_0,395,0.5864675,system_name
1,Q0,s_1230_593_2,396,0.5864675,system_name
1,Q0,s_2418_28_0,397,0.5861505,system_name
1,Q0,s_2564_396_6,398,0.58613884,system_name
1,Q0,s_465_350_50,399,0.5857171,system_name
1,Q0,s_465_395_50,400,0.5857171,system_name
1,Q0,s_465_415_50,401,0.5857171,system_name
1,Q0,s_465_416_50,402,0.5857171,system_name
1,Q0,s_465_417_51,403,0.5857171,system_name
1,Q0,s_1404_1267_0,404,0.5854998,system_name
1,Q0,s_2900_43_6,405,0.58535504,system_name
1,Q0,s_1338_1434_0,406,0.5852389,system_name
1,Q0,s_1800_57_0,407,0.5852389,system_name
1,Q0,s_1343_1580_0,408,0.5852389,system_name
1,Q0,s_2324_92_0,409,0.5852389,system_name
1,Q0,s_1733_0_0,410,0.5852389,system_name
1,Q0,s_3056_1385_1,411,0.5852389,system_name
1,Q0,s_2542_1942_0,412,0.5852389,system_name
1,Q0,s_240_2_0,413,0.5852389,system_name
1,Q0,s_885_43_0,414,0.5852389,system_name
1,Q0,s_688_715_2,415,0.5852389,system_name
1,Q0,s_2587_1281_0,416,0.5852389,system_name
1,Q0,s_1978_844_0,417,0.5852389,system_name
1,Q0,s_2952_529_0,418,0.5852389,system_name
1,Q0,s_1061_1197_0,419,0.5852389,system_name
1,Q0,s_1489_469_1,420,0.5852389,system_name
1,Q0,s_113_619_3,421,0.5852389,system_name
1,Q0,s_1234_435_3,422,0.5852389,system_name
1,Q0,s_3065_364_0,423,0.5852389,system_name
1,Q0,s_1625_344_2,424,0.5852389,system_name
1,Q0,s_1701_1049_0,425,0.5852389,system_name
1,Q0,s_1003_222_0,426,0.5852389,system_name
1,Q0,s_960_464_1,427,0.5852389,system_name
1,Q0,s_29_188_1,428,0.5852389,system_name
1,Q0,s_625_45_1,429,0.5852389,system_name
1,Q0,s_1560_96_0,430,0.5852389,system_name
1,Q0,s_516_148_0,431,0.5852389,system_name
1,Q0,s_2248_1010_0,432,0.5852389,system_name
1,Q0,s_1382_369_0,433,0.5852389,system_name
1,Q0,s_2146_163_17,434,0.5852389,system_name
1,Q0,s_2146_222_4,435,0.5852389,system_name
1,Q0,s_2146_497_4,436,0.5852389,system_name
1,Q0,s_1072_438_1,437,0.5852389,system_name
1,Q0,s_316_593_0,438,0.5852389,system_name
1,Q0,s_316_859_0,439,0.5852389,system_name
1,Q0,s_1511_569_0,440,0.5852389,system_name
1,Q0,s_265_223_0,441,0.5852389,system_name
1,Q0,s_2412_167_3,442,0.5851852,system_name
1,Q0,s_2013_725_0,443,0.5849793,system_name
1,Q0,s_595_462_1,444,0.5848994,system_name
1,Q0,s_922_220_0,445,0.5848036,system_name
1,Q0,s_2174_42_1,446,0.58473754,system_name
1,Q0,s_494_390_0,447,0.58447444,system_name
1,Q0,s_436_78_7,448,0.5843346,system_name
1,Q0,s_1990_229_1,449,0.58414596,system_name
1,Q0,s_749_185_0,450,0.58407795,system_name
1,Q0,s_479_47_0,451,0.58397937,system_name
1,Q0,s_568_63_0,452,0.58397317,system_name
1,Q0,s_1983_896_1,453,0.58384436,system_name
1,Q0,s_1904_794_27,454,0.5838188,system_name
1,Q0,s_993_594_1,455,0.5836843,system_name
1,Q0,s_131_892_0,456,0.5835966,system_name
1,Q0,s_855_35_0,457,0.5835576,system_name
1,Q0,s_2308_207_0,458,0.58353513,system_name
1,Q0,s_2247_249_1,459,0.58335847,system_name
1,Q0,s_2334_184_19,460,0.583339,system_name
1,Q0,s_234_49_0,461,0.5832255,system_name
1,Q0,s_1692_189_1,462,0.58245885,system_name
1,Q0,s_1050_910_1,463,0.5822487,system_name
1,Q0,s_1843_140_27,464,0.58163047,system_name
1,Q0,s_697_80_1,465,0.5812773,system_name
1,Q0,s_2606_193_0,466,0.5811116,system_name
1,Q0,s_2773_285_0,467,0.5811116,system_name
1,Q0,s_1701_120_0,468,0.58064544,system_name
1,Q0,s_2444_31_0,469,0.58056366,system_name
1,Q0,s_2085_1621_1,470,0.5804843,system_name
1,Q0,s_731_3_12,471,0.58040226,system_name
1,Q0,s_326_92_0,472,0.5800367,system_name
1,Q0,s_568_380_0,473,0.5797106,system_name
1,Q0,s_1082_1_0,474,0.5794169,system_name
1,Q0,s_676_256_9,475,0.5793921,system_name
1,Q0,s_149_197_11,476,0.5793538,system_name
1,Q0,s_2815_877_131,477,0.5793538,system_name
1,Q0,s_2953_760_40,478,0.57900023,system_name
1,Q0,s_3048_443_2,479,0.5788976,system_name
1,Q0,s_3_230_0,480,0.5783417,system_name
1,Q0,s_1255_38_6,481,0.57801044,system_name
1,Q0,s_448_658_0,482,0.57775146,system_name
1,Q0,s_1765_766_0,483,0.5774644,system_name
1,Q0,s_2460_127_1,484,0.5774212,system_name
1,Q0,s_293_44_0,485,0.57739604,system_name
1,Q0,s_2993_235_2,486,0.57727236,system_name
1,Q0,s_1625_898_0,487,0.5772271,system_name
1,Q0,s_2339_132_0,488,0.57677954,system_name
1,Q0,s_2953_456_0,489,0.57672775,system_name
1,Q0,s_1360_216_106,490,0.57637024,system_name
1,Q0,s_327_450_0,491,0.57626915,system_name
1,Q0,s_3040_695_1,492,0.5760951,system_name
1,Q0,s_386_523_0,493,0.57591516,system_name
1,Q0,s_479_151_0,494,0.57591516,system_name
1,Q0,s_479_497_0,495,0.57591516,system_name
1,Q0,s_683_90_0,496,0.57583725,system_name
1,Q0,s_1001_822_1,497,0.5755292,system_name
1,Q0,s_1190_60_0,498,0.5750319,system_name
1,Q0,s_2020_519_0,499,0.57475984,system_name
1,Q0,s_138_867_0,500,0.5747243,system_name
1,Q0,s_447_682_0,501,0.57446325,system_name
1,Q0,s_1905_25_0,502,0.5740745,system_name
1,Q0,s_3065_93_4,503,0.5740337,system_name
1,Q0,s_3056_1156_0,504,0.5739815,system_name
1,Q0,s_1494_56_1,505,0.57383704,system_name
1,Q0,s_2749_708_0,506,0.5737634,system_name
1,Q0,s_614_1756_4,507,0.57371783,system_name
1,Q0,s_2483_108_0,508,0.5737003,system_name
1,Q0,s_1147_989_2,509,0.57351136,system_name
1,Q0,s_591_816_2,510,0.57347554,system_name
1,Q0,s_749_95_1,511,0.5734444,system_name
1,Q0,s_549_688_1,512,0.57316697,system_name
1,Q0,s_622_47_0,513,0.57313156,system_name
1,Q0,s_2618_104_1,514,0.5730104,system_name
1,Q0,s_929_520_0,515,0.57293093,system_name
1,Q0,s_2352_721_1,516,0.57293093,system_name
1,Q0,s_2411_152_2,517,0.57293093,system_name
1,Q0,s_1701_752_3,518,0.57293093,system_name
1,Q0,s_664_242_0,519,0.57293093,system_name
1,Q0,s_3013_194_3,520,0.57293093,system_name
